[2025-10-06 01:55:04.215] <Wally>    (in) : name
[2025-10-06 02:00:40.684] <Wally>   (out) : =
[2025-10-06 02:00:40.684] <Wally>   (out) : 
[2025-10-06 02:00:40.684] <Wally>   (out) : =
[2025-10-06 02:00:40.684] <Wally>   (out) : 
[2025-10-06 02:00:40.684] <Wally>   (out) : =
[2025-10-06 02:00:40.684] <Wally>   (out) : 
[2025-10-06 02:00:40.684] <Wally>   (out) : =
[2025-10-06 02:00:40.684] <Wally>   (out) : 
[2025-10-06 02:00:40.684] <Wally>   (out) : =
[2025-10-06 02:00:40.684] <Wally>   (out) : 
[2025-10-06 02:00:40.684] <Wally>   (out) : =
[2025-10-06 02:00:40.684] <Wally>   (out) : 
[2025-10-06 02:00:40.685] <Wally>   (out) : =
[2025-10-06 02:00:40.685] <Wally>   (out) : 
[2025-10-06 02:00:40.685] <Wally>   (out) : =
[2025-10-06 02:00:40.685] <Wally>   (out) : 
[2025-10-06 02:00:40.685] <Wally>   (out) : =
[2025-10-06 02:00:40.685] <Wally>   (out) : 
[2025-10-06 02:00:40.685] <Wally>   (out) : =
[2025-10-06 02:00:40.685] <Wally>   (out) : 
[2025-10-06 02:00:40.685] <Wally>   (out) : =
[2025-10-06 02:00:40.685] <Wally>   (out) : 
[2025-10-06 02:00:40.685] <Wally>   (out) : =
[2025-10-06 02:00:40.685] <Wally>   (out) : 
[2025-10-06 02:00:40.685] <Wally>   (out) : =
[2025-10-06 02:00:40.685] <Wally>   (out) : 
[2025-10-06 02:00:40.685] <Wally>   (out) : =
[2025-10-06 02:00:40.685] <Wally>   (out) : 
[2025-10-06 02:00:40.686] <Wally>   (out) : =
[2025-10-06 02:00:40.686] <Wally>   (out) : 
[2025-10-06 02:00:40.686] <Wally>   (out) : =
[2025-10-06 02:00:40.686] <Wally>   (out) : 
[2025-10-06 02:00:40.686] <Wally>   (out) : =
[2025-10-06 02:00:40.686] <Wally>   (out) : 
[2025-10-06 02:00:40.686] <Wally>   (out) : =
[2025-10-06 02:00:40.686] <Wally>   (out) : 
[2025-10-06 02:00:40.686] <Wally>   (out) : =
[2025-10-06 02:00:40.686] <Wally>   (out) : 
[2025-10-06 02:00:40.686] <Wally>   (out) : =
[2025-10-06 02:00:40.686] <Wally>   (out) : 
[2025-10-06 02:00:40.686] <Wally>   (out) : =
[2025-10-06 02:00:40.686] <Wally>   (out) : 
[2025-10-06 02:00:40.686] <Wally>   (out) : =
[2025-10-06 02:00:40.686] <Wally>   (out) : 
[2025-10-06 02:00:40.687] <Wally>   (out) : =
[2025-10-06 02:00:40.687] <Wally>   (out) : 
[2025-10-06 02:00:40.687] <Wally>   (out) : =
[2025-10-06 02:00:40.687] <Wally>   (out) : 
[2025-10-06 02:00:40.687] <Wally>   (out) : =
[2025-10-06 02:00:40.687] <Wally>   (out) : 
[2025-10-06 02:00:40.688] <Wally>   (out) : =
[2025-10-06 02:00:40.688] <Wally>   (out) : 
[2025-10-06 02:00:40.688] <Wally>   (out) : =
[2025-10-06 02:00:40.688] <Wally>   (out) : 
[2025-10-06 02:00:40.697] <Wally>    (in) : genmove W
[2025-10-06 02:00:40.704] <Wally>   (out) : = J9
[2025-10-06 02:00:40.705] <Wally>   (out) : 
[2025-10-06 02:00:40.715] <Wally>   (err) : capture move C9
[2025-10-06 02:00:40.715] <Wally>   (err) : save move: C9
[2025-10-06 02:00:40.715] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:40.715] <Wally>   (err) : surround move: J9
[2025-10-06 02:00:40.715] <Wally>   (err) : best move J9
[2025-10-06 02:00:41.522] <Wally>    (in) : play W A3
[2025-10-06 02:00:41.522] <Wally>    (in) : play W A2
[2025-10-06 02:00:41.523] <Wally>    (in) : play W A1
[2025-10-06 02:00:41.523] <Wally>    (in) : play W B6
[2025-10-06 02:00:41.523] <Wally>    (in) : play B B5
[2025-10-06 02:00:41.523] <Wally>    (in) : play W B4
[2025-10-06 02:00:41.523] <Wally>    (in) : play B B3
[2025-10-06 02:00:41.524] <Wally>    (in) : play W B2
[2025-10-06 02:00:41.524] <Wally>    (in) : play W B1
[2025-10-06 02:00:41.524] <Wally>    (in) : play W C8
[2025-10-06 02:00:41.524] <Wally>    (in) : play W C7
[2025-10-06 02:00:41.524] <Wally>    (in) : play W C5
[2025-10-06 02:00:41.524] <Wally>    (in) : play B C4
[2025-10-06 02:00:41.525] <Wally>    (in) : play B C2
[2025-10-06 02:00:41.525] <Wally>    (in) : play B C1
[2025-10-06 02:00:41.525] <Wally>    (in) : play B D9
[2025-10-06 02:00:41.525] <Wally>    (in) : play W D8
[2025-10-06 02:00:41.525] <Wally>    (in) : play W D7
[2025-10-06 02:00:41.525] <Wally>    (in) : play B D6
[2025-10-06 02:00:41.526] <Wally>    (in) : play W D5
[2025-10-06 02:00:41.526] <Wally>    (in) : play B D4
[2025-10-06 02:00:41.526] <Wally>    (in) : play W D3
[2025-10-06 02:00:41.526] <Wally>    (in) : play B D2
[2025-10-06 02:00:41.526] <Wally>    (in) : play B D1
[2025-10-06 02:00:41.526] <Wally>    (in) : play B E9
[2025-10-06 02:00:41.526] <Wally>    (in) : play W E8
[2025-10-06 02:00:41.527] <Wally>    (in) : play W E6
[2025-10-06 02:00:41.527] <Wally>    (in) : play B E5
[2025-10-06 02:00:41.527] <Wally>    (in) : play B E4
[2025-10-06 02:00:41.527] <Wally>    (in) : play W E3
[2025-10-06 02:00:41.527] <Wally>    (in) : play B E2
[2025-10-06 02:00:41.527] <Wally>    (in) : play B E1
[2025-10-06 02:00:41.528] <Wally>    (in) : play W F9
[2025-10-06 02:00:41.528] <Wally>    (in) : play W F8
[2025-10-06 02:00:41.528] <Wally>    (in) : play B F7
[2025-10-06 02:00:41.528] <Wally>    (in) : play W F6
[2025-10-06 02:00:41.528] <Wally>    (in) : play B F5
[2025-10-06 02:00:41.528] <Wally>    (in) : play W F4
[2025-10-06 02:00:41.528] <Wally>    (in) : play B F3
[2025-10-06 02:00:41.529] <Wally>    (in) : play B F1
[2025-10-06 02:00:41.529] <Wally>    (in) : play W G8
[2025-10-06 02:00:41.529] <Wally>    (in) : play B G7
[2025-10-06 02:00:41.529] <Wally>    (in) : play W G6
[2025-10-06 02:00:41.529] <Wally>    (in) : play W G5
[2025-10-06 02:00:41.529] <Wally>    (in) : play B G3
[2025-10-06 02:00:41.529] <Wally>    (in) : play B G1
[2025-10-06 02:00:41.530] <Wally>    (in) : play B H9
[2025-10-06 02:00:41.530] <Wally>    (in) : play W H8
[2025-10-06 02:00:41.530] <Wally>    (in) : play W H7
[2025-10-06 02:00:41.530] <Wally>    (in) : play W H6
[2025-10-06 02:00:41.530] <Wally>    (in) : play W H5
[2025-10-06 02:00:41.530] <Wally>    (in) : play W H4
[2025-10-06 02:00:41.530] <Wally>    (in) : play B H2
[2025-10-06 02:00:41.530] <Wally>    (in) : play B H1
[2025-10-06 02:00:41.531] <Wally>    (in) : play B J8
[2025-10-06 02:00:41.531] <Wally>    (in) : play B J6
[2025-10-06 02:00:41.531] <Wally>    (in) : play B J5
[2025-10-06 02:00:41.531] <Wally>    (in) : play B J4
[2025-10-06 02:00:41.531] <Wally>    (in) : play B J2
[2025-10-06 02:00:41.531] <Wally>    (in) : play B J1
[2025-10-06 02:00:41.547] <Wally>   (out) : =
[2025-10-06 02:00:41.547] <Wally>   (out) : 
[2025-10-06 02:00:41.547] <Wally>   (out) : =
[2025-10-06 02:00:41.548] <Wally>   (out) : 
[2025-10-06 02:00:41.548] <Wally>   (out) : =
[2025-10-06 02:00:41.548] <Wally>   (out) : 
[2025-10-06 02:00:41.548] <Wally>   (out) : =
[2025-10-06 02:00:41.548] <Wally>   (out) : 
[2025-10-06 02:00:41.548] <Wally>   (out) : =
[2025-10-06 02:00:41.548] <Wally>   (out) : 
[2025-10-06 02:00:41.548] <Wally>   (out) : =
[2025-10-06 02:00:41.548] <Wally>   (out) : 
[2025-10-06 02:00:41.548] <Wally>   (out) : =
[2025-10-06 02:00:41.548] <Wally>   (out) : 
[2025-10-06 02:00:41.548] <Wally>   (out) : =
[2025-10-06 02:00:41.549] <Wally>   (out) : 
[2025-10-06 02:00:41.549] <Wally>   (out) : =
[2025-10-06 02:00:41.549] <Wally>   (out) : 
[2025-10-06 02:00:41.549] <Wally>   (out) : =
[2025-10-06 02:00:41.549] <Wally>   (out) : 
[2025-10-06 02:00:41.549] <Wally>   (out) : =
[2025-10-06 02:00:41.549] <Wally>   (out) : 
[2025-10-06 02:00:41.549] <Wally>   (out) : =
[2025-10-06 02:00:41.549] <Wally>   (out) : 
[2025-10-06 02:00:41.549] <Wally>   (out) : =
[2025-10-06 02:00:41.549] <Wally>   (out) : 
[2025-10-06 02:00:41.549] <Wally>   (out) : =
[2025-10-06 02:00:41.549] <Wally>   (out) : 
[2025-10-06 02:00:41.549] <Wally>   (out) : =
[2025-10-06 02:00:41.550] <Wally>   (out) : 
[2025-10-06 02:00:41.550] <Wally>   (out) : =
[2025-10-06 02:00:41.550] <Wally>   (out) : 
[2025-10-06 02:00:41.550] <Wally>   (out) : =
[2025-10-06 02:00:41.550] <Wally>   (out) : 
[2025-10-06 02:00:41.550] <Wally>   (out) : =
[2025-10-06 02:00:41.550] <Wally>   (out) : 
[2025-10-06 02:00:41.550] <Wally>   (out) : =
[2025-10-06 02:00:41.550] <Wally>   (out) : 
[2025-10-06 02:00:41.550] <Wally>   (out) : =
[2025-10-06 02:00:41.550] <Wally>   (out) : 
[2025-10-06 02:00:41.550] <Wally>   (out) : =
[2025-10-06 02:00:41.550] <Wally>   (out) : 
[2025-10-06 02:00:41.551] <Wally>   (out) : =
[2025-10-06 02:00:41.551] <Wally>   (out) : 
[2025-10-06 02:00:41.551] <Wally>   (out) : =
[2025-10-06 02:00:41.551] <Wally>   (out) : 
[2025-10-06 02:00:41.551] <Wally>   (out) : =
[2025-10-06 02:00:41.551] <Wally>   (out) : 
[2025-10-06 02:00:41.551] <Wally>   (out) : =
[2025-10-06 02:00:41.551] <Wally>   (out) : 
[2025-10-06 02:00:41.551] <Wally>   (out) : =
[2025-10-06 02:00:41.551] <Wally>   (out) : 
[2025-10-06 02:00:41.551] <Wally>   (out) : =
[2025-10-06 02:00:41.551] <Wally>   (out) : 
[2025-10-06 02:00:41.551] <Wally>   (out) : =
[2025-10-06 02:00:41.551] <Wally>   (out) : 
[2025-10-06 02:00:41.552] <Wally>   (out) : =
[2025-10-06 02:00:41.552] <Wally>   (out) : 
[2025-10-06 02:00:41.552] <Wally>   (out) : =
[2025-10-06 02:00:41.552] <Wally>   (out) : 
[2025-10-06 02:00:41.552] <Wally>   (out) : =
[2025-10-06 02:00:41.552] <Wally>   (out) : 
[2025-10-06 02:00:41.552] <Wally>   (out) : =
[2025-10-06 02:00:41.552] <Wally>   (out) : 
[2025-10-06 02:00:41.552] <Wally>   (out) : =
[2025-10-06 02:00:41.552] <Wally>   (out) : 
[2025-10-06 02:00:41.552] <Wally>   (out) : =
[2025-10-06 02:00:41.552] <Wally>   (out) : 
[2025-10-06 02:00:41.552] <Wally>   (out) : =
[2025-10-06 02:00:41.552] <Wally>   (out) : 
[2025-10-06 02:00:41.553] <Wally>   (out) : =
[2025-10-06 02:00:41.553] <Wally>   (out) : 
[2025-10-06 02:00:41.553] <Wally>   (out) : =
[2025-10-06 02:00:41.553] <Wally>   (out) : 
[2025-10-06 02:00:41.553] <Wally>   (out) : =
[2025-10-06 02:00:41.553] <Wally>   (out) : 
[2025-10-06 02:00:41.553] <Wally>   (out) : =
[2025-10-06 02:00:41.553] <Wally>   (out) : 
[2025-10-06 02:00:41.553] <Wally>   (out) : =
[2025-10-06 02:00:41.553] <Wally>   (out) : 
[2025-10-06 02:00:41.553] <Wally>   (out) : =
[2025-10-06 02:00:41.553] <Wally>   (out) : 
[2025-10-06 02:00:41.553] <Wally>   (out) : =
[2025-10-06 02:00:41.554] <Wally>   (out) : 
[2025-10-06 02:00:41.554] <Wally>   (out) : =
[2025-10-06 02:00:41.554] <Wally>   (out) : 
[2025-10-06 02:00:41.554] <Wally>   (out) : =
[2025-10-06 02:00:41.554] <Wally>   (out) : 
[2025-10-06 02:00:41.554] <Wally>   (out) : =
[2025-10-06 02:00:41.554] <Wally>   (out) : 
[2025-10-06 02:00:41.554] <Wally>   (out) : =
[2025-10-06 02:00:41.554] <Wally>   (out) : 
[2025-10-06 02:00:41.554] <Wally>   (out) : =
[2025-10-06 02:00:41.554] <Wally>   (out) : 
[2025-10-06 02:00:41.554] <Wally>   (out) : =
[2025-10-06 02:00:41.554] <Wally>   (out) : 
[2025-10-06 02:00:41.554] <Wally>   (out) : =
[2025-10-06 02:00:41.554] <Wally>   (out) : 
[2025-10-06 02:00:41.554] <Wally>   (out) : =
[2025-10-06 02:00:41.554] <Wally>   (out) : 
[2025-10-06 02:00:41.555] <Wally>   (out) : =
[2025-10-06 02:00:41.555] <Wally>   (out) : 
[2025-10-06 02:00:41.555] <Wally>   (out) : =
[2025-10-06 02:00:41.555] <Wally>   (out) : 
[2025-10-06 02:00:41.555] <Wally>   (out) : =
[2025-10-06 02:00:41.555] <Wally>   (out) : 
[2025-10-06 02:00:41.555] <Wally>   (out) : =
[2025-10-06 02:00:41.555] <Wally>   (out) : 
[2025-10-06 02:00:41.555] <Wally>   (out) : =
[2025-10-06 02:00:41.555] <Wally>   (out) : 
[2025-10-06 02:00:41.555] <Wally>   (out) : =
[2025-10-06 02:00:41.555] <Wally>   (out) : 
[2025-10-06 02:00:41.555] <Wally>   (out) : =
[2025-10-06 02:00:41.555] <Wally>   (out) : 
[2025-10-06 02:00:41.555] <Wally>   (out) : =
[2025-10-06 02:00:41.555] <Wally>   (out) : 
[2025-10-06 02:00:41.555] <Wally>   (out) : =
[2025-10-06 02:00:41.555] <Wally>   (out) : 
[2025-10-06 02:00:41.556] <Wally>   (out) : =
[2025-10-06 02:00:41.556] <Wally>   (out) : 
[2025-10-06 02:00:41.563] <Wally>    (in) : genmove W
[2025-10-06 02:00:41.574] <Wally>   (out) : = J9
[2025-10-06 02:00:41.574] <Wally>   (out) : 
[2025-10-06 02:00:41.586] <Wally>   (err) : capture move C9
[2025-10-06 02:00:41.586] <Wally>   (err) : save move: C9
[2025-10-06 02:00:41.586] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:41.587] <Wally>   (err) : surround move: J9
[2025-10-06 02:00:41.587] <Wally>   (err) : best move J9
[2025-10-06 02:00:42.602] <Wally>    (in) : play W A3
[2025-10-06 02:00:42.602] <Wally>    (in) : play W A2
[2025-10-06 02:00:42.602] <Wally>    (in) : play W A1
[2025-10-06 02:00:42.602] <Wally>    (in) : play W B6
[2025-10-06 02:00:42.602] <Wally>    (in) : play B B5
[2025-10-06 02:00:42.603] <Wally>    (in) : play W B4
[2025-10-06 02:00:42.603] <Wally>    (in) : play B B3
[2025-10-06 02:00:42.603] <Wally>    (in) : play W B2
[2025-10-06 02:00:42.603] <Wally>    (in) : play W B1
[2025-10-06 02:00:42.603] <Wally>    (in) : play W C8
[2025-10-06 02:00:42.603] <Wally>    (in) : play W C7
[2025-10-06 02:00:42.604] <Wally>    (in) : play W C5
[2025-10-06 02:00:42.604] <Wally>    (in) : play B C4
[2025-10-06 02:00:42.604] <Wally>    (in) : play B C2
[2025-10-06 02:00:42.605] <Wally>    (in) : play B C1
[2025-10-06 02:00:42.605] <Wally>    (in) : play B D9
[2025-10-06 02:00:42.605] <Wally>    (in) : play W D8
[2025-10-06 02:00:42.605] <Wally>    (in) : play W D7
[2025-10-06 02:00:42.605] <Wally>    (in) : play B D6
[2025-10-06 02:00:42.605] <Wally>    (in) : play W D5
[2025-10-06 02:00:42.606] <Wally>    (in) : play B D4
[2025-10-06 02:00:42.606] <Wally>    (in) : play W D3
[2025-10-06 02:00:42.606] <Wally>    (in) : play B D2
[2025-10-06 02:00:42.606] <Wally>    (in) : play B D1
[2025-10-06 02:00:42.606] <Wally>    (in) : play B E9
[2025-10-06 02:00:42.606] <Wally>    (in) : play W E8
[2025-10-06 02:00:42.607] <Wally>    (in) : play W E6
[2025-10-06 02:00:42.607] <Wally>    (in) : play B E5
[2025-10-06 02:00:42.607] <Wally>    (in) : play B E4
[2025-10-06 02:00:42.607] <Wally>    (in) : play W E3
[2025-10-06 02:00:42.607] <Wally>    (in) : play B E2
[2025-10-06 02:00:42.608] <Wally>    (in) : play B E1
[2025-10-06 02:00:42.608] <Wally>    (in) : play W F9
[2025-10-06 02:00:42.608] <Wally>    (in) : play W F8
[2025-10-06 02:00:42.608] <Wally>    (in) : play B F7
[2025-10-06 02:00:42.608] <Wally>    (in) : play W F6
[2025-10-06 02:00:42.608] <Wally>    (in) : play B F5
[2025-10-06 02:00:42.609] <Wally>    (in) : play W F4
[2025-10-06 02:00:42.609] <Wally>    (in) : play B F3
[2025-10-06 02:00:42.609] <Wally>    (in) : play B F1
[2025-10-06 02:00:42.609] <Wally>    (in) : play W G8
[2025-10-06 02:00:42.609] <Wally>    (in) : play B G7
[2025-10-06 02:00:42.609] <Wally>    (in) : play W G6
[2025-10-06 02:00:42.610] <Wally>    (in) : play W G5
[2025-10-06 02:00:42.610] <Wally>    (in) : play B G3
[2025-10-06 02:00:42.610] <Wally>    (in) : play B G1
[2025-10-06 02:00:42.610] <Wally>    (in) : play B H9
[2025-10-06 02:00:42.610] <Wally>    (in) : play W H8
[2025-10-06 02:00:42.610] <Wally>    (in) : play W H7
[2025-10-06 02:00:42.610] <Wally>    (in) : play W H6
[2025-10-06 02:00:42.611] <Wally>    (in) : play W H5
[2025-10-06 02:00:42.611] <Wally>    (in) : play W H4
[2025-10-06 02:00:42.611] <Wally>    (in) : play B H2
[2025-10-06 02:00:42.611] <Wally>    (in) : play B H1
[2025-10-06 02:00:42.611] <Wally>    (in) : play B J8
[2025-10-06 02:00:42.611] <Wally>    (in) : play B J6
[2025-10-06 02:00:42.611] <Wally>    (in) : play B J5
[2025-10-06 02:00:42.611] <Wally>    (in) : play B J4
[2025-10-06 02:00:42.612] <Wally>    (in) : play B J3
[2025-10-06 02:00:42.612] <Wally>    (in) : play B J2
[2025-10-06 02:00:42.612] <Wally>    (in) : play B J1
[2025-10-06 02:00:42.628] <Wally>   (out) : =
[2025-10-06 02:00:42.628] <Wally>   (out) : 
[2025-10-06 02:00:42.628] <Wally>   (out) : =
[2025-10-06 02:00:42.628] <Wally>   (out) : 
[2025-10-06 02:00:42.628] <Wally>   (out) : =
[2025-10-06 02:00:42.628] <Wally>   (out) : 
[2025-10-06 02:00:42.628] <Wally>   (out) : =
[2025-10-06 02:00:42.628] <Wally>   (out) : 
[2025-10-06 02:00:42.629] <Wally>   (out) : =
[2025-10-06 02:00:42.629] <Wally>   (out) : 
[2025-10-06 02:00:42.629] <Wally>   (out) : =
[2025-10-06 02:00:42.629] <Wally>   (out) : 
[2025-10-06 02:00:42.629] <Wally>   (out) : =
[2025-10-06 02:00:42.629] <Wally>   (out) : 
[2025-10-06 02:00:42.629] <Wally>   (out) : =
[2025-10-06 02:00:42.629] <Wally>   (out) : 
[2025-10-06 02:00:42.629] <Wally>   (out) : =
[2025-10-06 02:00:42.629] <Wally>   (out) : 
[2025-10-06 02:00:42.629] <Wally>   (out) : =
[2025-10-06 02:00:42.629] <Wally>   (out) : 
[2025-10-06 02:00:42.630] <Wally>   (out) : =
[2025-10-06 02:00:42.630] <Wally>   (out) : 
[2025-10-06 02:00:42.630] <Wally>   (out) : =
[2025-10-06 02:00:42.630] <Wally>   (out) : 
[2025-10-06 02:00:42.630] <Wally>   (out) : =
[2025-10-06 02:00:42.630] <Wally>   (out) : 
[2025-10-06 02:00:42.630] <Wally>   (out) : =
[2025-10-06 02:00:42.630] <Wally>   (out) : 
[2025-10-06 02:00:42.630] <Wally>   (out) : =
[2025-10-06 02:00:42.630] <Wally>   (out) : 
[2025-10-06 02:00:42.630] <Wally>   (out) : =
[2025-10-06 02:00:42.630] <Wally>   (out) : 
[2025-10-06 02:00:42.630] <Wally>   (out) : =
[2025-10-06 02:00:42.630] <Wally>   (out) : 
[2025-10-06 02:00:42.631] <Wally>   (out) : =
[2025-10-06 02:00:42.631] <Wally>   (out) : 
[2025-10-06 02:00:42.631] <Wally>   (out) : =
[2025-10-06 02:00:42.631] <Wally>   (out) : 
[2025-10-06 02:00:42.631] <Wally>   (out) : =
[2025-10-06 02:00:42.631] <Wally>   (out) : 
[2025-10-06 02:00:42.631] <Wally>   (out) : =
[2025-10-06 02:00:42.631] <Wally>   (out) : 
[2025-10-06 02:00:42.631] <Wally>   (out) : =
[2025-10-06 02:00:42.631] <Wally>   (out) : 
[2025-10-06 02:00:42.631] <Wally>   (out) : =
[2025-10-06 02:00:42.631] <Wally>   (out) : 
[2025-10-06 02:00:42.631] <Wally>   (out) : =
[2025-10-06 02:00:42.632] <Wally>   (out) : 
[2025-10-06 02:00:42.632] <Wally>   (out) : =
[2025-10-06 02:00:42.632] <Wally>   (out) : 
[2025-10-06 02:00:42.632] <Wally>   (out) : =
[2025-10-06 02:00:42.632] <Wally>   (out) : 
[2025-10-06 02:00:42.632] <Wally>   (out) : =
[2025-10-06 02:00:42.632] <Wally>   (out) : 
[2025-10-06 02:00:42.632] <Wally>   (out) : =
[2025-10-06 02:00:42.632] <Wally>   (out) : 
[2025-10-06 02:00:42.632] <Wally>   (out) : =
[2025-10-06 02:00:42.632] <Wally>   (out) : 
[2025-10-06 02:00:42.632] <Wally>   (out) : =
[2025-10-06 02:00:42.632] <Wally>   (out) : 
[2025-10-06 02:00:42.632] <Wally>   (out) : =
[2025-10-06 02:00:42.633] <Wally>   (out) : 
[2025-10-06 02:00:42.633] <Wally>   (out) : =
[2025-10-06 02:00:42.633] <Wally>   (out) : 
[2025-10-06 02:00:42.634] <Wally>   (out) : =
[2025-10-06 02:00:42.634] <Wally>   (out) : 
[2025-10-06 02:00:42.634] <Wally>   (out) : =
[2025-10-06 02:00:42.634] <Wally>   (out) : 
[2025-10-06 02:00:42.634] <Wally>   (out) : =
[2025-10-06 02:00:42.634] <Wally>   (out) : 
[2025-10-06 02:00:42.634] <Wally>   (out) : =
[2025-10-06 02:00:42.634] <Wally>   (out) : 
[2025-10-06 02:00:42.634] <Wally>   (out) : =
[2025-10-06 02:00:42.634] <Wally>   (out) : 
[2025-10-06 02:00:42.634] <Wally>   (out) : =
[2025-10-06 02:00:42.634] <Wally>   (out) : 
[2025-10-06 02:00:42.634] <Wally>   (out) : =
[2025-10-06 02:00:42.634] <Wally>   (out) : 
[2025-10-06 02:00:42.634] <Wally>   (out) : =
[2025-10-06 02:00:42.634] <Wally>   (out) : 
[2025-10-06 02:00:42.635] <Wally>   (out) : =
[2025-10-06 02:00:42.635] <Wally>   (out) : 
[2025-10-06 02:00:42.635] <Wally>   (out) : =
[2025-10-06 02:00:42.635] <Wally>   (out) : 
[2025-10-06 02:00:42.635] <Wally>   (out) : =
[2025-10-06 02:00:42.635] <Wally>   (out) : 
[2025-10-06 02:00:42.635] <Wally>   (out) : =
[2025-10-06 02:00:42.635] <Wally>   (out) : 
[2025-10-06 02:00:42.635] <Wally>   (out) : =
[2025-10-06 02:00:42.635] <Wally>   (out) : 
[2025-10-06 02:00:42.635] <Wally>   (out) : =
[2025-10-06 02:00:42.635] <Wally>   (out) : 
[2025-10-06 02:00:42.635] <Wally>   (out) : =
[2025-10-06 02:00:42.635] <Wally>   (out) : 
[2025-10-06 02:00:42.635] <Wally>   (out) : =
[2025-10-06 02:00:42.635] <Wally>   (out) : 
[2025-10-06 02:00:42.636] <Wally>   (out) : =
[2025-10-06 02:00:42.636] <Wally>   (out) : 
[2025-10-06 02:00:42.636] <Wally>   (out) : =
[2025-10-06 02:00:42.636] <Wally>   (out) : 
[2025-10-06 02:00:42.636] <Wally>   (out) : =
[2025-10-06 02:00:42.636] <Wally>   (out) : 
[2025-10-06 02:00:42.636] <Wally>   (out) : =
[2025-10-06 02:00:42.636] <Wally>   (out) : 
[2025-10-06 02:00:42.636] <Wally>   (out) : =
[2025-10-06 02:00:42.636] <Wally>   (out) : 
[2025-10-06 02:00:42.636] <Wally>   (out) : =
[2025-10-06 02:00:42.636] <Wally>   (out) : 
[2025-10-06 02:00:42.636] <Wally>   (out) : =
[2025-10-06 02:00:42.636] <Wally>   (out) : 
[2025-10-06 02:00:42.636] <Wally>   (out) : =
[2025-10-06 02:00:42.636] <Wally>   (out) : 
[2025-10-06 02:00:42.636] <Wally>   (out) : =
[2025-10-06 02:00:42.636] <Wally>   (out) : 
[2025-10-06 02:00:42.636] <Wally>   (out) : =
[2025-10-06 02:00:42.636] <Wally>   (out) : 
[2025-10-06 02:00:42.636] <Wally>   (out) : =
[2025-10-06 02:00:42.636] <Wally>   (out) : 
[2025-10-06 02:00:42.636] <Wally>   (out) : =
[2025-10-06 02:00:42.636] <Wally>   (out) : 
[2025-10-06 02:00:42.637] <Wally>   (out) : =
[2025-10-06 02:00:42.637] <Wally>   (out) : 
[2025-10-06 02:00:42.644] <Wally>    (in) : genmove W
[2025-10-06 02:00:42.653] <Wally>   (out) : = J9
[2025-10-06 02:00:42.653] <Wally>   (out) : 
[2025-10-06 02:00:42.663] <Wally>   (err) : capture move C9
[2025-10-06 02:00:42.663] <Wally>   (err) : save move: C9
[2025-10-06 02:00:42.663] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:42.663] <Wally>   (err) : surround move: J9
[2025-10-06 02:00:42.663] <Wally>   (err) : best move J9
[2025-10-06 02:00:43.599] <Wally>    (in) : play W A3
[2025-10-06 02:00:43.599] <Wally>    (in) : play W A2
[2025-10-06 02:00:43.600] <Wally>    (in) : play W A1
[2025-10-06 02:00:43.600] <Wally>    (in) : play W B6
[2025-10-06 02:00:43.601] <Wally>    (in) : play B B5
[2025-10-06 02:00:43.601] <Wally>    (in) : play W B4
[2025-10-06 02:00:43.602] <Wally>    (in) : play B B3
